DR Number,Date Reported,Date Occurred,Time Occurred,Area ID,Area Name,Reporting District,Crime Code,Crime Code Description,MO Codes,Victim Age,Victim Sex,Victim Descent,Premise Code,Premise Description,Weapon Used Code,Weapon Description,Status Code,Status Description,Crime Code 1,Crime Code 2,Crime Code 3,Crime Code 4,Address,Cross Street,Location ,Zip Codes
161815315,7/30/2016,7/30/2016,2000,18,Southeast,1862,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329 1300,50,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",310,CONCRETE BLOCK/BRICK,IC,Invest Cont,745,,,,11900 S  FIGUEROA                     ST,,"(33.9248, -118.2826)",90061
161815316,7/31/2016,7/31/2016,420,18,Southeast,1823,310,BURGLARY,1609,49,M,H,402,MARKET,,,IC,Invest Cont,310,,,,10200    AVALON                       BL,,"(33.947, -118.2684)",90003
161815318,7/31/2016,7/31/2016,400,18,Southeast,1844,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",416,30,M,B,735,NIGHT CLUB (OPEN EVENINGS ONLY),212,BOTTLE,IC,Invest Cont,230,,,,111TH                        ST,AVALON,"(33.9348, -118.2652)",90061
161815320,7/31/2016,7/31/2016,20,18,Southeast,1801,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,8700    BARING CROSS                 AV,,"(33.959, -118.2893)",90044
161815321,7/31/2016,7/30/2016,2300,18,Southeast,1822,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,100 E  102ND                        ST,,"(33.9438, -118.2739)",90003
161815322,7/31/2016,7/31/2016,920,18,Southeast,1837,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0416 0431 0602 0906 0360,58,M,B,101,STREET,512,MACE/PEPPER SPRAY,IC,Invest Cont,230,,,,1700 E  105TH                        ST,,"(33.9407, -118.2422)",90002
161815324,7/31/2016,7/30/2016,1800,18,Southeast,1881,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,16100    DENVER                       AV,,"(33.8854, -118.284)",90248
161815326,7/29/2016,7/27/2016,1840,18,Southeast,1842,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 0408 0448 1814,22,F,B,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626,,,,111TH,MAIN,"(33.9348, -118.2739)",90061
161815327,7/28/2016,7/28/2016,1000,18,Southeast,1822,354,THEFT OF IDENTITY,0377 0928 1822,31,F,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,100 E  104TH                        ST,,"(33.9469, -118.2772)",90003
161815328,7/31/2016,7/29/2016,700,18,Southeast,1864,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",344,41,F,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,341,,,,11600    WADSWORTH                    AV,,"(33.9292, -118.2586)",90059
161815329,7/31/2016,7/31/2016,1530,18,Southeast,1862,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,118TH                        ST,SAN PEDRO,"(33.9265, -118.2695)",90061
161815330,7/31/2016,7/31/2016,1500,18,Southeast,1881,510,VEHICLE - STOLEN,,0,,,103,ALLEY,,,IC,Invest Cont,510,,,,600 W  REDONDO BEACH                BL,,"(33.8926, -118.2861)",90247
161815332,7/31/2016,7/31/2016,300,18,Southeast,1824,626,INTIMATE PARTNER - SIMPLE ASSAULT,0400 0416 2000 1813 1819,33,F,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,626,,,,600 E  CENTURY                      BL,,"(33.9456, -118.2652)",90003
161815333,7/31/2016,7/31/2016,1330,18,Southeast,1802,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0913 0421 0444 0319 0302,53,M,B,103,ALLEY,102,HAND GUN,IC,Invest Cont,230,,,,100 E  92ND                         ST,,"(33.9529, -118.2739)",90003
161815334,7/30/2016,7/30/2016,1030,18,Southeast,1826,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0913 0400 0416,35,M,H,501,SINGLE FAMILY DWELLING,500,UNKNOWN WEAPON/OTHER WEAPON,AO,Adult Other,230,,,,9300    COMPTON                      AV,,"(33.9524, -118.246)",90002
161815335,7/30/2016,7/30/2016,1030,18,Southeast,1826,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0913 0400 0416 0429,45,M,H,501,SINGLE FAMILY DWELLING,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,230,,,,9300    COMPTON                      AV,,"(33.9524, -118.246)",90002
161815336,7/31/2016,7/31/2016,1730,18,Southeast,1801,624,BATTERY - SIMPLE ASSAULT,0400 0444 0913 0361,44,M,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,624,,,,600 W  91ST                         ST,,"(33.9542, -118.2848)",90044
161815337,7/31/2016,7/31/2016,1300,18,Southeast,1831,320,"BURGLARY, ATTEMPTED",1601 1202,86,M,B,501,SINGLE FAMILY DWELLING,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,320,,,,800 W  125TH                        ST,,"(33.9192, -118.2892)",90044
161815338,7/31/2016,7/31/2016,1305,18,Southeast,1802,210,ROBBERY,1822 1300 0326 0325 0448 0400 0945,15,X,X,217,AUTO REPAIR SHOP,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,210,,,,200 W  MANCHESTER                   AV,,"(33.9601, -118.2761)",90003
161815339,7/31/2016,7/31/2016,1615,18,Southeast,1802,648,ARSON,0329 1218,39,M,W,102,SIDEWALK,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,648,,,,86TH                         ST,BROADWAY,"(33.9593, -118.2782)",90003
161815340,7/30/2016,7/30/2016,1200,18,Southeast,1837,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",1300 0329 0913,34,F,B,122,"VEHICLE, PASSENGER/TRUCK",500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,740,,,,1700 E  113TH                        ST,,"(33.9321, -118.2434)",90059
161815341,7/31/2016,7/31/2016,1400,18,Southeast,1801,350,"THEFT, PERSON",1822 0344 1300 0369,47,F,H,402,MARKET,,,IC,Invest Cont,350,,,,9100 S  FIGUEROA                     ST,,"(33.9555, -118.2871)",90044
161815342,7/31/2016,7/31/2016,1400,18,Southeast,1826,351,PURSE SNATCHING,0344 0346 0390 0216,16,F,H,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,351,,,,9800 S  GRANDEE                      AV,,"(33.9474, -118.2435)",90002
161815343,7/31/2016,7/30/2016,1700,18,Southeast,1835,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329 0311,24,M,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,745,,,,10400    MARY                         AV,,"(33.9426, -118.25)",90002
161815344,7/30/2016,7/30/2016,1300,18,Southeast,1827,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),1300 1609 1307 0329,50,F,B,122,"VEHICLE, PASSENGER/TRUCK",306,ROCK/THROWN OBJECT,IC,Invest Cont,745,,,,10000    BEACH                        ST,,"(33.9457, -118.2419)",90002
161815347,7/31/2016,7/31/2016,2300,18,Southeast,1837,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0906 1270 1809 1100 0430 1407,44,F,B,511,PROJECT/TENEMENT/PUBLIC HOUSING,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,230,,,,1600 E  115TH                        ST,,"(33.9303, -118.2463)",90059
161815351,8/1/2016,8/1/2016,1,18,Southeast,1827,626,INTIMATE PARTNER - SIMPLE ASSAULT,1276 2000 1814 1243 0400 0416,31,F,H,103,ALLEY,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626,,,,9300    HICKORY                      ST,,"(33.9521, -118.2351)",90002
161815352,8/1/2016,8/1/2016,215,18,Southeast,1837,626,INTIMATE PARTNER - SIMPLE ASSAULT,1821 2000 1813 0400 0416,43,F,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626,,,,1700 E  113TH                        ST,,"(33.9321, -118.2434)",90059
161815354,7/31/2016,7/31/2016,2250,18,Southeast,1846,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0906 1270 1809 1407 0430 1100 1300,32,F,B,511,PROJECT/TENEMENT/PUBLIC HOUSING,106,UNKNOWN FIREARM,IC,Invest Cont,230,,,,1400 E  111TH                        ST,,"(33.9348, -118.25)",90059
161815355,7/31/2016,7/31/2016,1920,18,Southeast,1842,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 1814 0400 0416 0447,51,F,H,104,DRIVEWAY,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,626,,,,200 W  IMPERIAL                     HY,,"(33.9347, -118.2761)",90061
161815356,7/31/2016,7/25/2016,1,18,Southeast,1832,310,BURGLARY,0329 0344 1607,39,F,B,518,TRANSITIONAL HOUSING/HALFWAY HOUSE,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,310,,,,100 W  106TH                        ST,,"(33.9402, -118.2739)",90003
161815357,8/1/2016,7/31/2016,2345,18,Southeast,1881,626,INTIMATE PARTNER - SIMPLE ASSAULT,1813 1819 2000 0444 2002,41,F,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,626,,,,16200    MENLO                        AV,,"(33.8844, -118.2892)",90247
161815359,8/1/2016,7/30/2016,1800,18,Southeast,1832,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,107TH                        ST,MAIN                         ST,"(33.9393, -118.2739)",90003
161815360,8/1/2016,7/31/2016,1950,18,Southeast,1827,210,ROBBERY,0336 0342 0370 0400 0344,25,M,H,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,210,,,,102ND                        ST,GRAPE                        ST,"(33.9443, -118.2367)",90002
161815361,7/27/2016,6/28/2016,1200,18,Southeast,1837,354,THEFT OF IDENTITY,0377 1822 0929 0930,46,F,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,1800 E  108TH                        ST,,"(33.9379, -118.2407)",90059
161815364,8/1/2016,8/1/2016,950,18,Southeast,1844,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 0913 1300,55,F,B,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,740,,,,AVALON                       BL,IMPERIAL                     HY,"(33.9311, -118.2652)",90061
161815365,8/1/2016,8/1/2016,925,18,Southeast,1826,510,VEHICLE - STOLEN,,0,,,108,PARKING LOT,,,IC,Invest Cont,510,,,,1500 E  98TH                         ST,,"(33.9475, -118.2477)",90002
161815368,8/1/2016,8/1/2016,1100,18,Southeast,1861,510,VEHICLE - STOLEN,,0,,,108,PARKING LOT,,,IC,Invest Cont,510,,,,120TH,VERMONT,"(33.9237, -118.2915)",90044
161815370,8/1/2016,7/31/2016,2345,18,Southeast,1849,210,ROBBERY,1231 0342 0400 0344,36,M,O,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,210,,,,11500    GORMAN                       AV,,"(33.9306, -118.2318)",90059
161815372,7/27/2016,7/27/2016,1400,18,Southeast,1826,440,THEFT PLAIN - PETTY ($950 & UNDER),344,63,F,H,203,OTHER BUSINESS,,,IC,Invest Cont,440,,,,1600 E  103RD                        ST,,"(33.9485, -118.2461)",90002
161815374,8/1/2016,7/21/2016,1,18,Southeast,1802,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101,STREET,,,IC,Invest Cont,420,,,,BROADWAY,92ND                         ST,"(33.9528, -118.2782)",90003
161815376,8/1/2016,8/1/2016,1250,18,Southeast,1826,626,INTIMATE PARTNER - SIMPLE ASSAULT,1813 1821 2000 0416,31,F,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,626,,,,1600 E  99TH                         ST,,"(33.9467, -118.2462)",90002
161815377,8/1/2016,8/1/2016,1340,18,Southeast,1838,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0906 1270 1809 1100 0430 1407,54,F,B,102,SIDEWALK,102,HAND GUN,IC,Invest Cont,230,,,,10300    GRAPE                        ST,,"(33.9432, -118.2369)",90002
161815378,8/1/2016,8/1/2016,845,18,Southeast,1822,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,200 W  COLDEN                       AV,,"(33.9492, -118.2766)",90003
161815379,8/1/2016,7/31/2016,2000,18,Southeast,1863,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,IMPERIAL                     HY,SAN PEDRO                    ST,"(33.9312, -118.2695)",90061
161815382,8/1/2016,8/1/2016,1600,18,Southeast,1863,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0342 0400 0416 0417 0429 1822 2001,28,M,B,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,230,,,,400 E  120TH                        ST,,"(33.9237, -118.2681)",90061
161815383,8/1/2016,7/24/2016,800,18,Southeast,1846,354,THEFT OF IDENTITY,0377 0922 0930 1822,30,F,B,511,PROJECT/TENEMENT/PUBLIC HOUSING,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,354,,,,1400 E  115TH                        ST,,"(33.9304, -118.2504)",90059
161815385,8/1/2016,8/1/2016,2000,18,Southeast,1826,433,DRIVING WITHOUT OWNER CONSENT (DWOC),1419 1402,0,F,H,101,STREET,,,AA,Adult Arrest,433,,,,97TH                         ST,GRAND                        ST,"(33.9485, -118.2461)",90002
161815387,8/1/2016,8/1/2016,2100,18,Southeast,1824,210,ROBBERY,0916 1300 1310 0302 0330 0334 0344 0355,36,F,B,101,STREET,102,HAND GUN,IC,Invest Cont,210,510,,,1100 E  95TH                         ST,,"(33.9503, -118.2565)",90002
161815390,8/1/2016,8/1/2016,2125,18,Southeast,1846,310,BURGLARY,1607 0344 0329,0,X,X,729,SPECIALTY SCHOOL/OTHER,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,310,,,,1200 E  112TH                        ST,,"(33.9331, -118.2542)",90059
161815391,8/1/2016,8/1/2016,2300,18,Southeast,1837,624,BATTERY - SIMPLE ASSAULT,0400 0416 0913 1810,49,M,H,104,DRIVEWAY,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,624,,,,10900    WILMINGTON                   AV,,"(33.9363, -118.2426)",90059
161815394,8/1/2016,8/1/2016,2100,18,Southeast,1841,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0450 0329 1100 1310,25,F,H,101,STREET,102,HAND GUN,IC,Invest Cont,230,,,,109TH                        ST,DENVER                       AV,"(33.9374, -118.2848)",90044
161815395,8/1/2016,8/1/2016,2100,18,Southeast,1841,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0450 1310,21,F,H,101,STREET,102,HAND GUN,IC,Invest Cont,230,,,,109TH                        ST,DENVER                       AV,"(33.9374, -118.2848)",90044
161815396,8/1/2016,8/1/2016,2100,18,Southeast,1841,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0450 1310,0,F,H,101,STREET,102,HAND GUN,IC,Invest Cont,230,,,,109TH                        ST,DENVER                       AV,"(33.9374, -118.2848)",90044
161815397,8/1/2016,8/1/2016,2100,18,Southeast,1841,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1310 0450,4,F,H,101,STREET,102,HAND GUN,IC,Invest Cont,230,,,,109TH                        ST,DENVER                       AV,"(33.9374, -118.2848)",90044
161815398,8/1/2016,8/1/2016,1800,18,Southeast,1803,761,BRANDISH WEAPON,0334 1822 0319,42,F,H,210,RESTAURANT/FAST FOOD,200,KNIFE WITH BLADE 6INCHES OR LESS,IC,Invest Cont,761,,,,200 E  MANCHESTER                   AV,,"(33.9601, -118.2717)",90003
161815399,8/1/2016,7/31/2016,2200,18,Southeast,1831,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",344,28,M,B,501,SINGLE FAMILY DWELLING,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,341,,,,700 W  124TH                        ST,,"(33.9201, -118.287)",90044
161815400,8/1/2016,8/1/2016,930,18,Southeast,1822,210,ROBBERY,2000 1814 1276 0400 0416 0344,20,F,B,121,YARD (RESIDENTIAL/BUSINESS),400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,210,440,,,10300 S  MAIN                         ST,,"(33.9429, -118.2739)",90003
161815401,8/1/2016,8/1/2016,1415,18,Southeast,1863,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1266 1309 0913 0400 0416 0429,43,M,H,102,SIDEWALK,307,VEHICLE,AO,Adult Other,230,,,,120TH                        ST,AVALON                       BL,"(33.9237, -118.2652)",90061
161815404,8/1/2016,7/10/2016,1200,18,Southeast,1821,922,CHILD STEALING,1501,0,F,B,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,922,,,,500 W  94TH                         ST,,"(33.951, -118.2827)",90044
161815407,8/2/2016,8/2/2016,130,18,Southeast,1802,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0411 1310 0908 1822,31,F,W,101,STREET,200,KNIFE WITH BLADE 6INCHES OR LESS,IC,Invest Cont,230,,,,88TH,MAIN,"(33.9572, -118.2739)",90003
161815410,8/2/2016,7/31/2016,1730,18,Southeast,1803,310,BURGLARY,0344 1607,28,M,H,251,RECYCLING CENTER,,,IC,Invest Cont,310,,,,200 E  MANCHESTER                   AV,,"(33.9601, -118.2717)",90003
161815412,7/27/2016,7/26/2016,1530,18,Southeast,1846,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 0419 1814,25,F,B,511,PROJECT/TENEMENT/PUBLIC HOUSING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626,,,,11400    ZAMORA                       AV,,"(33.931, -118.251)",90059
161815413,7/27/2016,7/25/2016,1030,18,Southeast,1829,354,THEFT OF IDENTITY,0377 1822 0917 1202,66,F,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,2100 E  97TH                         ST,,"(33.9482, -118.2352)",90002
161815414,8/1/2016,7/29/2016,1750,18,Southeast,1834,350,"THEFT, PERSON",0344 0400 0913 0603,48,F,H,203,OTHER BUSINESS,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,350,,,,300 E  107TH                        ST,,"(33.9393, -118.2695)",90003
161815416,8/2/2016,8/2/2016,400,18,Southeast,1849,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 0400 0444 1813,25,F,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,626,,,,11200    WILMINGTON                   AV,,"(33.9335, -118.239)",90059
161815417,8/2/2016,8/2/2016,300,18,Southeast,1803,310,BURGLARY,0344 1602,28,M,H,251,RECYCLING CENTER,,,IC,Invest Cont,310,,,,200 E  MANCHESTER                   AV,,"(33.9601, -118.2717)",90003
161815419,8/2/2016,8/1/2016,1400,18,Southeast,1822,310,BURGLARY,0344 1202,64,F,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,100 W  94TH                         ST,,"(33.9511, -118.2739)",90003
161815421,8/2/2016,8/1/2016,2200,18,Southeast,1837,647,THROWING OBJECT AT MOVING VEHICLE,914,0,M,W,101,STREET,,,IC,Invest Cont,647,,,,107TH,COMPTON,"(33.9363, -118.2426)",90059
161815422,8/2/2016,8/2/2016,1420,18,Southeast,1861,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1100 1407 0430 1309 0906 0309,49,M,B,102,SIDEWALK,102,HAND GUN,IC,Invest Cont,230,,,,800 W  115TH                        ST,,"(33.9301, -118.2893)",90044
161815423,8/2/2016,8/1/2016,1700,18,Southeast,1827,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,9400    BANDERA                      ST,,"(33.951, -118.2396)",90002
161815424,8/2/2016,8/2/2016,1420,18,Southeast,1861,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0430 1309 0906 0309,46,M,B,102,SIDEWALK,102,HAND GUN,IC,Invest Cont,230,,,,800 W  115TH                        ST,,"(33.9301, -118.2893)",90044
161815425,8/2/2016,8/2/2016,1420,18,Southeast,1861,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0430 1202 0906 0309 1309,60,M,B,102,SIDEWALK,102,HAND GUN,IC,Invest Cont,230,,,,800 W  115TH                        ST,,"(33.9301, -118.2893)",90044
161815426,8/2/2016,8/2/2016,1015,18,Southeast,1834,624,BATTERY - SIMPLE ASSAULT,0416 0913,29,M,B,518,TRANSITIONAL HOUSING/HALFWAY HOUSE,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,700 E  104TH                        ST,,"(33.9419, -118.263)",90002
161815427,8/2/2016,8/2/2016,1145,18,Southeast,1826,210,ROBBERY,0400 0352 0344 0336 1000,17,F,B,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,210,,,,10200    COMPTON                      AV,,"(33.9439, -118.2462)",90002
161815428,8/2/2016,7/31/2016,1730,18,Southeast,1846,310,BURGLARY,344,31,F,B,511,PROJECT/TENEMENT/PUBLIC HOUSING,,,IC,Invest Cont,310,,,,1200 E  115TH                        ST,,"(33.9303, -118.2532)",90059
161815441,8/2/2016,8/2/2016,1450,18,Southeast,1846,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 1243 0400 0416 1813,51,F,B,511,PROJECT/TENEMENT/PUBLIC HOUSING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,626,,,,1300 E  112TH                        ST,,"(33.9332, -118.2522)",90059
161815442,8/2/2016,2/1/2016,1200,18,Southeast,1836,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344 0603 1202,67,F,B,501,SINGLE FAMILY DWELLING,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,341,,,,1300 E  110TH                        ST,,"(33.9358, -118.252)",90059
161815443,8/2/2016,7/31/2016,600,18,Southeast,1837,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",329,64,F,B,501,SINGLE FAMILY DWELLING,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,740,,,,10300    BEACH                        ST,,"(33.9432, -118.242)",90002
161815444,8/2/2016,8/2/2016,1200,18,Southeast,1832,956,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",0913 1906 1810,49,M,B,501,SINGLE FAMILY DWELLING,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,956,,,,200 E  104TH                        ST,,"(33.942, -118.2717)",90003
161815448,8/1/2016,8/1/2016,1105,18,Southeast,1834,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 1243 0400 0416 1276 1813,29,F,H,707,GARAGE/CARPORT,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626,,,,10500 S  SAN PEDRO                    ST,,"(33.9411, -118.2695)",90003
161815451,8/2/2016,8/2/2016,2340,18,Southeast,1823,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 1813 0400 0416 0443 1276 1821,29,F,B,108,PARKING LOT,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626,,,,400 E  95TH                         ST,,"(33.9502, -118.2673)",90003
161815455,8/3/2016,7/25/2016,100,18,Southeast,1823,310,BURGLARY,1607 0329 1202,68,M,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,310,,,,10200 S  SAN PEDRO                    ST,,"(33.9438, -118.2695)",90003
161815457,8/3/2016,8/3/2016,200,18,Southeast,1846,753,DISCHARGE FIREARMS/SHOTS FIRED,1100 1407,0,M,B,511,PROJECT/TENEMENT/PUBLIC HOUSING,102,HAND GUN,IC,Invest Cont,753,,,,11300    COMPTON                      AV,,"(33.9323, -118.2502)",90059
161815458,8/3/2016,8/2/2016,2200,18,Southeast,1891,437,RESISTING ARREST,1501,16,M,H,101,STREET,,,JA,Juv Arrest,437,,,,700 W  169TH                        ST,,"(33.8777, -118.2875)",90247
161815459,8/3/2016,8/2/2016,2345,18,Southeast,1824,320,"BURGLARY, ATTEMPTED",0601 1402,41,M,B,203,OTHER BUSINESS,,,AA,Adult Arrest,320,,,,9300    CLOVIS                       AV,,"(33.9521, -118.2564)",90002
161815462,8/2/2016,8/2/2016,300,18,Southeast,1862,331,THEFT FROM MOTOR VEHICLE - GRAND ($400 AND OVER),0344 1822 1606,36,M,H,101,STREET,,,IC,Invest Cont,331,,,,SAN PEDRO,CENTURY                      BL,"(33.9278, -118.2695)",90061
161815465,8/3/2016,8/2/2016,2230,18,Southeast,1801,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,500 W  93RD                         ST,,"(33.9519, -118.2827)",90044
161815466,8/1/2016,8/1/2016,1050,18,Southeast,1823,440,THEFT PLAIN - PETTY ($950 & UNDER),2000 1813 1019 0337 0344,40,F,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,440,,,,9700 S  SAN PEDRO                    ST,,"(33.9483, -118.2695)",90003
161815467,8/3/2016,8/3/2016,1015,18,Southeast,1842,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0913 0311 1402,0,M,H,101,STREET,,,IC,Invest Cont,745,,,,10800 S  BROADWAY,,"(33.9383, -118.2781)",90061
161815471,8/3/2016,8/3/2016,739,18,Southeast,1832,440,THEFT PLAIN - PETTY ($950 & UNDER),344,53,M,O,505,MOTEL,,,IC,Invest Cont,440,,,,10700 S  BROADWAY,,"(33.9392, -118.2781)",90061
161815472,8/3/2016,8/2/2016,2200,18,Southeast,1836,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,1200 E  108TH                        ST,,"(33.9378, -118.2542)",90059
161815473,8/3/2016,8/3/2016,1100,18,Southeast,1826,626,INTIMATE PARTNER - SIMPLE ASSAULT,1813 2000 0447,35,M,H,501,SINGLE FAMILY DWELLING,500,UNKNOWN WEAPON/OTHER WEAPON,AO,Adult Other,626,,,,9300    COMPTON                      AV,,"(33.9524, -118.246)",90002
161815478,8/3/2016,8/1/2016,2330,18,Southeast,1849,320,"BURGLARY, ATTEMPTED",1607,31,F,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,320,,,,2200 E  115TH                        ST,,"(33.9297, -118.2335)",90059
